Mod:Item:MetaData, Localized Name
biomesoplenty:waterlily:0, 中型睡莲
biomesoplenty:waterlily:1, 小型睡莲
biomesoplenty:waterlily:2, 微型睡莲
biomesoplenty:waterlily:3, 睡莲花
biomesoplenty:bamboo:0, 竹子
biomesoplenty:sapling_0:0, 黄秋树树苗
biomesoplenty:sapling_0:1, 橙秋树树苗
biomesoplenty:sapling_0:2, 竹笋
biomesoplenty:sapling_0:3, 魔法树树苗
biomesoplenty:sapling_0:4, 暗影树树苗
biomesoplenty:sapling_0:5, 垂死树树苗
biomesoplenty:sapling_0:6, 杉树树苗
biomesoplenty:sapling_0:7, 天域树树苗
biomesoplenty:sapling_1:0, 原始树树苗
biomesoplenty:sapling_1:1, 粉红色樱花树树苗
biomesoplenty:sapling_1:2, 白色樱花树树苗
biomesoplenty:sapling_1:3, 枫树树苗
biomesoplenty:sapling_1:4, 地狱皮树树苗
biomesoplenty:sapling_1:5, 花橡树树苗
biomesoplenty:sapling_1:6, 蓝花楹树树苗
biomesoplenty:sapling_1:7, 神圣橡树树苗
biomesoplenty:sapling_2:0, 美洲红树树苗
biomesoplenty:sapling_2:1, 棕榈树树苗
biomesoplenty:sapling_2:2, 红木树树苗
biomesoplenty:sapling_2:3, 柳树树苗
biomesoplenty:sapling_2:4, 松树树苗
biomesoplenty:sapling_2:5, 桃花心树树苗
biomesoplenty:sapling_2:6, 檀树树苗
biomesoplenty:sapling_2:7, 桉树树苗
biomesoplenty:plant_0:0, 低草丛
biomesoplenty:plant_0:1, 中草丛
biomesoplenty:plant_0:2, 灌木丛
biomesoplenty:plant_0:3, 芽
biomesoplenty:plant_0:4, 毒常春藤
biomesoplenty:plant_0:5, 浆果灌木
biomesoplenty:plant_0:6, 灌木
biomesoplenty:plant_0:7, 麦草
biomesoplenty:plant_0:8, 湿草
biomesoplenty:plant_0:9, 银蕨
biomesoplenty:plant_0:10, 三叶草
biomesoplenty:plant_0:11, 落叶堆
biomesoplenty:plant_0:12, 枯叶堆
biomesoplenty:plant_0:13, 枯草
biomesoplenty:plant_0:14, 沙漠草
biomesoplenty:plant_0:15, 沙漠芽
biomesoplenty:plant_1:0, 沙丘草
biomesoplenty:plant_1:1, 光谱蕨
biomesoplenty:plant_1:2, 荆棘丛
biomesoplenty:plant_1:3, 野生稻
biomesoplenty:plant_1:4, 香蒲
biomesoplenty:plant_1:5, 江藤
biomesoplenty:plant_1:6, 仙人球
biomesoplenty:plant_1:7, 恶魔草
biomesoplenty:plant_1:8, 芦苇
biomesoplenty:plant_1:9, 根
biomesoplenty:plant_1:10, 大王花
biomesoplenty:plant_1:11, 麦
biomesoplenty:double_plant:0, 亚麻
biomesoplenty:double_plant:1, 香蒲
biomesoplenty:double_plant:2, 眼灯草
biomesoplenty:double_plant:3, 海燕麦
biomesoplenty:mushroom:0, 毒菌
biomesoplenty:mushroom:1, 双孢蘑菇
biomesoplenty:mushroom:2, 蓝牛奶伞菌
biomesoplenty:mushroom:3, 夜光菇
biomesoplenty:mushroom:4, 平菇
biomesoplenty:mushroom:5, 影菇
biomesoplenty:bramble_plant:0, 荆棘
biomesoplenty:flower_0:0, 苜蓿
biomesoplenty:flower_0:1, 沼泽花
biomesoplenty:flower_0:2, 死亡花
biomesoplenty:flower_0:3, 夜光花
biomesoplenty:flower_0:4, 蓝绣球花
biomesoplenty:flower_0:5, 橙色波斯菊
biomesoplenty:flower_0:6, 粉水仙
biomesoplenty:flower_0:7, 野花
biomesoplenty:flower_0:8, 紫罗兰
biomesoplenty:flower_0:9, 白银莲花
biomesoplenty:flower_0:10, 末影莲花
biomesoplenty:flower_0:11, 凤梨花
biomesoplenty:flower_0:12, 枯萎的百合
biomesoplenty:flower_0:13, 粉木槿
biomesoplenty:flower_0:14, 铃兰
biomesoplenty:flower_0:15, 火焰花
biomesoplenty:flower_1:0, 熏衣草
biomesoplenty:flower_1:1, 秋麒麟草
biomesoplenty:flower_1:2, 蓝铃花
biomesoplenty:flower_1:3, 乐矿花
biomesoplenty:flower_1:4, 霜鸢尾
biomesoplenty:flower_1:5, 玫瑰
biomesoplenty:ivy:0, 绿萝
biomesoplenty:willow_vine:0, 柳树藤
biomesoplenty:terrarium:0, 蕨类培养罐
biomesoplenty:terrarium:1, 蘑菇培养罐
biomesoplenty:terrarium:2, 仙人球培养罐
biomesoplenty:terrarium:3, 亚麻培养罐
biomesoplenty:terrarium:4, 粉水仙培养罐
biomesoplenty:terrarium:5, 银蕨培养罐
biomesoplenty:terrarium:6, 竹子培养罐
biomesoplenty:terrarium:7, 海燕麦培养罐
biomesoplenty:terrarium:8, 夜光菇培养罐
biomesoplenty:terrarium:9, 死亡培养罐
biomesoplenty:terrarium:10, 夜光花培养罐
biomesoplenty:terrarium:11, 死亡花培养罐
biomesoplenty:terrarium:12, 荒芜培养罐
biomesoplenty:terrarium:13, 原始培养罐
biomesoplenty:terrarium:14, 地狱培养罐
biomesoplenty:terrarium:15, 末地培养罐
biomesoplenty:jar_filled:0, 蜂蜜罐
biomesoplenty:jar_filled:1, 蓝火罐
biomesoplenty:jar_empty, 空罐
biomesoplenty:boat_sacred_oak, 神圣橡木船
biomesoplenty:boat_cherry, 樱花木船
biomesoplenty:boat_umbran, 暗影木船
biomesoplenty:boat_fir, 杉木船
biomesoplenty:boat_ethereal, 天域木船
biomesoplenty:boat_magic, 魔法木船
biomesoplenty:boat_mangrove, 美洲红木船
biomesoplenty:boat_palm, 棕榈木船
biomesoplenty:boat_redwood, 红木船
biomesoplenty:boat_willow, 柳木船
biomesoplenty:boat_pine, 松木船
biomesoplenty:boat_hellbark, 地狱皮木船
biomesoplenty:boat_jacaranda, 蓝花楹木船
biomesoplenty:boat_mahogany, 桃花心木船
biomesoplenty:boat_ebony, 檀木船
biomesoplenty:boat_eucalyptus, 桉木船
biomesoplenty:biome_finder, 生物群系雷达
biomesoplenty:record_wanderer, 音乐唱片
biomesoplenty:mudball, 泥巴球
biomesoplenty:mud_brick, 泥砖
biomesoplenty:ash, 灰烬
biomesoplenty:fleshchunk, 肉块
biomesoplenty:gem:0, 紫水晶
biomesoplenty:gem:1, 红宝石
biomesoplenty:gem:2, 橄榄石
biomesoplenty:gem:3, 黄玉
biomesoplenty:gem:4, 坦桑石
biomesoplenty:gem:5, 孔雀石
biomesoplenty:gem:6, 蓝宝石
biomesoplenty:gem:7, 琥珀
biomesoplenty:terrestrial_artifact, 天地宝晶
biomesoplenty:crystal_shard, 仙域水晶碎片
biomesoplenty:biome_essence, 生物群系精华
biomesoplenty:berries, 浆果
biomesoplenty:pear, 梨
biomesoplenty:peach, 桃
biomesoplenty:persimmon, 柿子
biomesoplenty:honeycomb, 空蜂窝
biomesoplenty:filled_honeycomb, 充满的蜂窝
biomesoplenty:shroompowder, 蘑菇粉
biomesoplenty:ricebowl, 米饭
biomesoplenty:blue_dye, 蓝色染料
biomesoplenty:brown_dye, 棕色染料
biomesoplenty:green_dye, 绿色染料
biomesoplenty:white_dye, 白色染料
biomesoplenty:black_dye, 黑色染料
biomesoplenty:earth, BOP图标
taiga:molten_basalt_fluid, 熔融玄武岩
taiga:molten_tiberium_fluid, 熔融泰伯利亚
taiga:molten_aurorium_fluid, 熔融极光金属
taiga:molten_prometheum_fluid, 熔融钷
taiga:molten_duranite_fluid, 熔融杜兰特
taiga:molten_valyrium_fluid, 熔融瓦雷利亚
taiga:molten_vibranium_fluid, 熔融振金
taiga:molten_karmesine_fluid, 熔融绯红铁
taiga:molten_jauxum_fluid, 熔融若氏铁
taiga:molten_ovium_fluid, 熔融欧维姆
taiga:molten_terrax_fluid, 熔融地母
taiga:molten_palladium_fluid, 熔融钯
taiga:molten_uru_fluid, 熔融雾金
taiga:molten_osram_fluid, 熔融熔晶
taiga:molten_abyssum_fluid, 熔融深渊金属
taiga:molten_eezo_fluid, 熔融零素
taiga:molten_triberium_fluid, 熔融泰伯利安
taiga:molten_fractum_fluid, 熔融碎金
taiga:molten_violium_fluid, 熔融瑟蓝
taiga:molten_proxii_fluid, 熔融普罗克希
taiga:molten_tritonite_fluid, 熔融漩金
taiga:molten_ignitz_fluid, 熔融焰晶
taiga:molten_imperomite_fluid, 熔融帝金
taiga:molten_solarium_fluid, 熔融阳光合金
taiga:molten_nihilite_fluid, 熔融虚金
taiga:molten_adamant_fluid, 熔融铿金
taiga:molten_dyonite_fluid, 熔融烈金
taiga:molten_nucleum_fluid, 熔融辐光合金
taiga:molten_lumix_fluid, 熔融流光合金
taiga:molten_seismum_fluid, 熔融地动合金
taiga:molten_astrium_fluid, 熔融曜金
taiga:molten_niob_fluid, 熔融铌
taiga:molten_yrdeen_fluid, 熔融原金
taiga:molten_iox_fluid, 熔融离金
taiga:molten_meteorite_fluid, 熔融陨铁
taiga:molten_obsidiorite_fluid, 熔融黑陨铁
taiga:molten_magma_fluid, 熔融岩浆
taiga:molten_nitronite_fluid, 熔融硝化合金
taiga:molten_dilithium_fluid, 熔融双锂
taiga:basalt_block, 玄武岩块
taiga:tiberium_ore, 泰伯利亚矿石
taiga:aurorium_ore, 极光金属矿石
taiga:prometheum_ore, 钷矿石
taiga:duranite_ore, 杜兰特矿石
taiga:valyrium_ore, 瓦雷利亚矿石
taiga:vibranium_ore, 振金矿石
taiga:karmesine_ore, 绯红铁矿石
taiga:ovium_ore, 欧维姆矿石
taiga:jauxum_ore, 若氏铁矿石
taiga:palladium_ore, 钯矿石
taiga:uru_ore, 雾金矿石
taiga:osram_ore, 熔晶矿石
taiga:eezo_ore, 零素矿石
taiga:abyssum_ore, 深渊金属矿石
taiga:tiberium_block, 泰伯利亚块
taiga:aurorium_block, 极光金属块
taiga:prometheum_block, 钷块
taiga:duranite_block, 杜兰特块
taiga:valyrium_block, 瓦雷利亚块
taiga:vibranium_block, 振金块
taiga:karmesine_block, 绯红铁块
taiga:ovium_block, 欧维姆块
taiga:jauxum_block, 若氏铁块
taiga:palladium_block, 钯块
taiga:uru_block, 雾金块
taiga:osram_block, 熔晶块
taiga:abyssum_block, 深渊金属块
taiga:eezo_block, 零素块
taiga:terrax_block, 地母块
taiga:triberium_block, 泰伯利安块
taiga:fractum_block, 碎金块
taiga:violium_block, 瑟蓝块
taiga:proxii_block, 普罗克希块
taiga:tritonite_block, 漩金块
taiga:ignitz_block, 焰晶块
taiga:imperomite_block, 帝金块
taiga:solarium_block, 阳光合金块
taiga:nihilite_block, 虚金块
taiga:adamant_block, 铿金块
taiga:dyonite_block, 烈金块
taiga:nucleum_block, 辐光合金块
taiga:lumix_block, 流光合金块
taiga:seismum_block, 地动合金块
taiga:astrium_block, 曜金块
taiga:niob_block, 铌块
taiga:yrdeen_block, 原金块
taiga:iox_block, 离金块
taiga:meteoritecobble_block, 陨铁圆石块
taiga:obsidioritecobble_block, 黑陨铁圆石块
taiga:meteorite_block, 陨铁块
taiga:obsidiorite_block, 黑陨铁块
taiga:dilithium_ore, 双锂矿石
taiga:dilithium_block, 双锂块
taiga:tiberium_ingot, 泰伯利亚锭
taiga:tiberium_dust, 泰伯利亚粉
taiga:tiberium_nugget, 泰伯利亚粒
taiga:aurorium_ingot, 极光金属锭
taiga:aurorium_dust, 极光金属粉
taiga:aurorium_nugget, 极光金属粒
taiga:prometheum_ingot, 钷锭
taiga:prometheum_dust, 钷粉
taiga:prometheum_nugget, 钷粒
taiga:duranite_ingot, 杜兰特锭
taiga:duranite_dust, 杜兰特粉
taiga:duranite_nugget, 杜兰特粒
taiga:valyrium_ingot, 瓦雷利亚锭
taiga:valyrium_dust, 瓦雷利亚粉
taiga:valyrium_nugget, 瓦雷利亚粒
taiga:vibranium_ingot, 振金锭
taiga:vibranium_dust, 振金粉
taiga:vibranium_nugget, 振金粒
taiga:karmesine_ingot, 绯红铁锭
taiga:karmesine_dust, 绯红铁粉
taiga:karmesine_nugget, 绯红铁粒
taiga:ovium_ingot, 欧维姆锭
taiga:ovium_dust, 欧维姆粉
taiga:ovium_nugget, 欧维姆粒
taiga:jauxum_ingot, 若氏铁锭
taiga:jauxum_dust, 若氏铁粉
taiga:jauxum_nugget, 若氏铁粒
taiga:terrax_ingot, 地母锭
taiga:terrax_dust, 地母粉
taiga:terrax_nugget, 地母粒
taiga:palladium_ingot, 钯锭
taiga:palladium_dust, 钯粉
taiga:palladium_nugget, 钯粒
taiga:uru_ingot, 雾金锭
taiga:uru_dust, 雾金粉
taiga:uru_nugget, 雾金粒
taiga:osram_ingot, 熔晶锭
taiga:osram_dust, 熔晶粉
taiga:osram_nugget, 熔晶粒
taiga:abyssum_ingot, 深渊金属锭
taiga:abyssum_dust, 深渊金属粉
taiga:abyssum_nugget, 深渊金属粒
taiga:eezo_ingot, 零素锭
taiga:eezo_dust, 零素粉
taiga:eezo_nugget, 零素粒
taiga:triberium_ingot, 泰伯利安锭
taiga:triberium_dust, 泰伯利安粉
taiga:triberium_nugget, 泰伯利安粒
taiga:fractum_ingot, 碎金锭
taiga:fractum_dust, 碎金粉
taiga:fractum_nugget, 碎金粒
taiga:violium_ingot, 瑟蓝锭
taiga:violium_dust, 瑟蓝粉
taiga:violium_nugget, 瑟蓝粒
taiga:proxii_ingot, 普罗克希锭
taiga:proxii_dust, 普罗克希粉
taiga:proxii_nugget, 普罗克希粒
taiga:tritonite_ingot, 漩金锭
taiga:tritonite_dust, 漩金粉
taiga:tritonite_nugget, 漩金粒
taiga:ignitz_ingot, 焰晶锭
taiga:ignitz_dust, 焰晶粉
taiga:ignitz_nugget, 焰晶粒
taiga:imperomite_ingot, 帝金锭
taiga:imperomite_dust, 帝金粉
taiga:imperomite_nugget, 帝金粒
taiga:solarium_ingot, 阳光合金锭
taiga:solarium_dust, 阳光合金粉
taiga:solarium_nugget, 阳光合金粒
taiga:nihilite_ingot, 虚金锭
taiga:nihilite_dust, 虚金粉
taiga:nihilite_nugget, 虚金粒
taiga:adamant_ingot, 铿金锭
taiga:adamant_dust, 铿金粉
taiga:adamant_nugget, 铿金粒
taiga:dyonite_ingot, 烈金锭
taiga:dyonite_dust, 烈金粉
taiga:dyonite_nugget, 烈金粒
taiga:nucleum_ingot, 辐光合金锭
taiga:nucleum_dust, 辐光合金粉
taiga:nucleum_nugget, 辐光合金粒
taiga:lumix_ingot, 流光合金锭
taiga:lumix_dust, 流光合金粉
taiga:lumix_nugget, 流光合金粒
taiga:seismum_ingot, 地动合金锭
taiga:seismum_dust, 地动合金粉
taiga:seismum_nugget, 地动合金粒
taiga:astrium_ingot, 曜金锭
taiga:astrium_dust, 曜金粉
taiga:astrium_nugget, 曜金粒
taiga:niob_ingot, 铌锭
taiga:niob_dust, 铌粉
taiga:niob_nugget, 铌粒
taiga:yrdeen_ingot, 原金锭
taiga:yrdeen_dust, 原金粉
taiga:yrdeen_nugget, 原金粒
taiga:iox_ingot, 离金锭
taiga:iox_dust, 离金粉
taiga:iox_nugget, 离金粒
taiga:meteorite_ingot, 陨铁锭
taiga:meteorite_dust, 陨铁粉
taiga:meteorite_nugget, 陨铁粒
taiga:basalt_ingot, 玄武岩锭
taiga:basalt_dust, 玄武岩粉
taiga:basalt_nugget, 玄武岩粒
taiga:obsidiorite_ingot, 黑陨铁锭
taiga:obsidiorite_dust, 黑陨铁粉
taiga:obsidiorite_nugget, 黑陨铁粒
taiga:dilithium_ingot, 双锂锭
taiga:dilithium_dust, 双锂粉
taiga:dilithium_crystal, 双锂水晶
taiga:tiberium_crystal, 泰伯利亚水晶
taiga:dilithium_nugget, 双锂粒
hammercore:iron_bordered_cobblestone, 铁边框圆石
hammercore:gold_bordered_cobblestone, 金边框圆石
hammercore:diamond_bordered_cobblestone, 钻石边框圆石
hammercore:emerald_bordered_cobblestone, 绿宝石边框圆石
hammercore:quartz_bordered_cobblestone, 石英边框圆石
hammercore:manual, 锤子核心手册
draconicadditions:inert_potato_helm, 惰性马铃薯头盔
draconicadditions:inert_potato_chest, 惰性马铃薯胸甲
draconicadditions:inert_potato_legs, 惰性马铃薯护腿
draconicadditions:inert_potato_boots, 惰性马铃薯靴子
draconicadditions:chaos_heart, Corrupted Dragon Heart
draconicadditions:chaotic_energy_core, 混沌龙能量核心
draconicadditions:hermal, Hermal
draconicadditions:chaos_stabilizer_core, 混沌稳定核心
draconicadditions:armor_generator, 装甲发电机
draconicadditions:chaotic_armor_generator, 混沌装甲发电机
draconicadditions:item_drainer, 物品能量抽取机
draconicadditions:chaos_liquefier, 混沌液化机
draconicadditions:capacitor_supplier, Capacitor Supplier
draconicadditions:chaotic_staff_of_power, 混沌龙之力权杖
draconicadditions:chaotic_bow, Chaotic Bow
draconicadditions:chaos_container, 混沌容器
draconicadditions:portable_wired_charger:0, 基础携带式无线充能器
draconicadditions:portable_wired_charger:1, 双足飞龙携带式无线充能器
draconicadditions:portable_wired_charger:2, 神龙携带式无线充能器
draconicadditions:portable_wired_charger:3, 混沌携带式无线充能器
draconicadditions:infused_potato_helm, 充能马铃薯头盔
draconicadditions:infused_potato_chest, 充能马铃薯胸甲
draconicadditions:infused_potato_legs, 充能马铃薯护腿
draconicadditions:infused_potato_boots, 充能马铃薯靴子
draconicadditions:potato_helm, 活力马铃薯头盔
draconicadditions:potato_chest, 活力马铃薯胸甲
draconicadditions:potato_legs, 活力马铃薯护腿
draconicadditions:potato_boots, 活力马铃薯靴子
draconicadditions:hermal_helm, Hermal Infused Helmet
draconicadditions:hermal_chest, Hermal Infused Chestplate
draconicadditions:hermal_legs, Hermal Infused Leggings
draconicadditions:hermal_boots, Hermal Infused Boots
draconicadditions:chaotic_helm, 混沌龙头盔
draconicadditions:chaotic_chest, 混沌龙胸甲
draconicadditions:chaotic_legs, 混沌龙护腿
draconicadditions:chaotic_boots, 混沌龙靴子
draconicadditions:basic_shield_necklace, 基础屏蔽项链
draconicadditions:wyvern_shield_necklace, 双足飞龙屏蔽项链
draconicadditions:draconic_shield_necklace, 神龙屏蔽项链
draconicadditions:overload_belt, 神龙重载腰带
draconicadditions:vampiric_shirt, 神龙虹吸背心
draconicadditions:inertia_cancel_ring, 惯性抵消指环
draconicadditions:chaos_crystal_stable, Semi-Stable Chaos Crystal
betternether:block_eyeball, 眼球块
betternether:block_eyeball_small, 小眼球块
betternether:eye_seed, 眼蕨芽
betternether:netherrack_moss, 下界苔藓
betternether:nether_grass, 下界草
betternether:nether_reed, 下界芦苇
betternether:stalagnate_stem, 石笋
betternether:stalagnate_seed, 石笋芽
betternether:stalagnate_bark, 石笋皮
betternether:stalagnate_planks, 石笋板
betternether:stalagnate_planks_stairs, 石笋楼梯
betternether:stalagnate_planks_slab_half:0, 石笋台阶
betternether:stalagnate_planks_fence, 石笋栅栏
betternether:stalagnate_planks_gate, 石笋栅栏门
betternether:stalagnate_planks_button, 石笋按钮
betternether:stalagnate_planks_plate, 石笋压力板
betternether:reeds_block, 芦苇块
betternether:reeds_stairs, 芦苇楼梯
betternether:reeds_slab_half:0, 芦苇台阶
betternether:reeds_fence, 芦苇栅栏
betternether:reeds_gate, 芦苇栅栏门
betternether:reeds_button, 芦苇按钮
betternether:reeds_plate, 芦苇压力板
betternether:lucis_spore, 卢西孢子
betternether:nether_cactus, 下界仙人掌
betternether:wart_seed, 地狱疣芽
betternether:barrel_cactus, 桶型仙人掌
betternether:agave, 龙舌兰
betternether:black_bush, 黑色灌木丛
betternether:ink_bush_seed, 墨色灌木丛芽
betternether:smoker, 烟口
betternether:egg_plant, 茄子花
betternether:black_apple_seed, 黑苹果芽
betternether:magma_flower, 熔岩花芽
betternether:nether_mycelium, 下界菌丝体
betternether:orange_mushroom, 奥尔类脐菇
betternether:red_mold, 红色菌群
betternether:gray_mold, 灰色菌群
betternether:cincinnasite_ore, 辛西纳石矿
betternether:cincinnasite_block, 辛西纳石块
betternether:cincinnasite_forged, 锻造辛西纳石块
betternether:cincinnasite_pillar, 辛西纳石柱
betternether:cincinnasite_bricks, 辛西纳石砖
betternether:cincinnasite_brick_plate, 辛西纳石砖板
betternether:cincinnasite_stairs, 辛西纳石楼梯
betternether:cincinnasite_slab_half:0, 辛西纳石台阶
betternether:cincinnasite_button, 辛西纳石按钮
betternether:cincinnasite_plate, 辛西纳石压力板
betternether:cincinnasite_lantern, 辛西纳石灯笼
betternether:cincinnasite_tile_large, 大辛西纳石顶瓦
betternether:cincinnasite_tile_small, 小辛西纳石顶瓦
betternether:cincinnasite_carved, 雕文辛西纳石块
betternether:nether_brick_tile_large, 大地狱砖顶瓦
betternether:nether_brick_tile_small, 小地狱砖顶瓦
betternether:cincinnasite_wall, 辛西纳石墙
betternether:bone_block, 压缩骨块
betternether:bone_stairs, 骨楼梯
betternether:bone_slab_half:0, 骨台阶
betternether:bone_button, 骨按钮
betternether:bone_plate, 骨压力板
betternether:cincinnasite_fire_bowl, 辛西纳石火盆
betternether:bone_wall, 骨墙
betternether:nether_brick_wall, 地狱砖墙
betternether:nether_brick_tile_slab_half:0, 小地狱砖半瓦
betternether:nether_brick_tile_stairs, 小地狱砖阶梯瓦
betternether:bone_mushroom, 骨菇孢子
betternether:reeds_ladder, 芦苇梯子
betternether:cincinnasite_bricks_pillar, 辛西纳石砖柱
betternether:bone_tile, 骨顶瓦
betternether:cincinnasite_pedestal, 辛西纳石座
betternether:pig_statue_01, 重生者雕塑
betternether:cincinnasite_pot, 辛西纳石罐
betternether:cincinnasite_frame, 辛西纳石框
betternether:quartz_glass, 石英玻璃
betternether:quartz_glass_framed, 镶框石英玻璃
betternether:quartz_stained_glass:0, 白色石英玻璃
